timestamp,datetime,hashrate_khs,hashrate_avg_khs,paid_xmr,pending_xmr
1765143393,2025-12-07 22:36:33,575.49,372.97,0,0
1765143579,2025-12-07 22:39:39,586.10,363.85,0,0
1765143778,2025-12-07 22:42:58,600.44,369.69,0,0
1765143959,2025-12-07 22:45:59,657.64,375.94,0,0
1765144141,2025-12-07 22:49:01,651.98,372.05,0,0
1765144323,2025-12-07 22:52:03,645.61,360.66,0,0
1765144502,2025-12-07 22:55:02,656.18,368.26,0,0
1765144682,2025-12-07 22:58:02,628.58,363.84,0,0
1765144861,2025-12-07 23:01:01,626.67,363.87,0,0
1765145043,2025-12-07 23:04:03,627.38,368.40,0,0
1765145217,2025-12-07 23:06:57,644.65,367.09,0,0
1765145429,2025-12-07 23:10:29,662.40,365.62,0,0
1765145609,2025-12-07 23:13:29,681.30,368.95,0,0
1765145789,2025-12-07 23:16:29,680.69,369.13,0,0
1765145966,2025-12-07 23:19:26,678.43,368.25,0,0
1765146144,2025-12-07 23:22:24,666.59,373.90,0,0
1765146322,2025-12-07 23:25:22,624.46,358.47,0,0
1765146497,2025-12-07 23:28:17,596.20,349.73,0,0
1765146678,2025-12-07 23:31:18,586.34,346.33,0,0
1765146858,2025-12-07 23:34:18,576.47,350.21,0,0
1765147035,2025-12-07 23:37:15,580.66,359.79,0,0
1765147219,2025-12-07 23:40:19,579.50,364.04,0,0
1765147405,2025-12-07 23:43:25,580.53,359.32,0,0
1765147591,2025-12-07 23:46:31,552.90,351.96,0,0
1765147776,2025-12-07 23:49:36,571.22,344.63,0,0
1765147960,2025-12-07 23:52:40,603.68,346.86,0,0
1765148144,2025-12-07 23:55:44,646.59,350.88,0,0
1765148326,2025-12-07 23:58:46,685.38,355.11,0,0
1765148508,2025-12-08 00:01:48,704.71,346.63,0,0
1765148687,2025-12-08 00:04:47,692.30,344.71,0,0
1765148877,2025-12-08 00:07:57,648.38,337.58,0,0
1765149124,2025-12-08 00:12:04,618.81,343.35,0,0
1765149297,2025-12-08 00:14:57,620.72,340.46,0,0
1765149475,2025-12-08 00:17:55,620.75,343.34,0,0
1765149680,2025-12-08 00:21:20,597.93,337.68,0,0
1765149882,2025-12-08 00:24:42,579.31,352.81,0,0
1765150083,2025-12-08 00:28:03,566.73,348.33,0,0
1765150278,2025-12-08 00:31:18,572.38,351.83,0,0
1765150476,2025-12-08 00:34:36,560.79,336.83,0,0
1765150669,2025-12-08 00:37:49,576.42,338.60,0,0
1765150860,2025-12-08 00:41:00,564.89,332.14,0,0
1765151062,2025-12-08 00:44:22,600.49,343.59,0,0
1765151248,2025-12-08 00:47:28,617.71,344.90,0,0
1765151436,2025-12-08 00:50:36,627.32,338.42,0,0
1765151620,2025-12-08 00:53:40,603.80,326.34,0,0
1765151808,2025-12-08 00:56:48,609.52,319.85,0,0
1765151993,2025-12-08 00:59:53,605.04,326.49,0,0
1765152181,2025-12-08 01:03:01,575.25,312.20,0,0
1765152366,2025-12-08 01:06:06,573.77,319.75,0,0
1765152558,2025-12-08 01:09:18,572.01,317.87,0,0
1765152758,2025-12-08 01:12:38,592.16,332.29,0,0
1765152946,2025-12-08 01:15:46,561.54,335.37,0,0
1765153143,2025-12-08 01:19:03,545.49,327.80,0,0
1765153343,2025-12-08 01:22:23,504.73,319.30,0,0
1765153544,2025-12-08 01:25:44,510.22,307.49,0,0
1765153741,2025-12-08 01:29:01,536.86,318.67,0,0
1765153946,2025-12-08 01:32:26,551.31,314.13,0,0
1765154152,2025-12-08 01:35:52,564.04,317.17,0,0
1765154356,2025-12-08 01:39:16,556.32,315.07,0,0
1765154563,2025-12-08 01:42:43,562.64,313.19,0,0
1765154759,2025-12-08 01:45:59,568.63,315.84,0,0
1765154962,2025-12-08 01:49:22,578.52,321.90,0,0
1765155164,2025-12-08 01:52:44,592.76,333.97,0,0
1765155370,2025-12-08 01:56:10,599.93,328.51,0,0
1765155578,2025-12-08 01:59:38,594.61,326.13,0,0
1765155786,2025-12-08 02:03:06,621.19,324.19,0,0
1765155997,2025-12-08 02:06:37,664.97,334.69,0,0
1765156240,2025-12-08 02:10:40,741.00,344.00,0,0
1765156419,2025-12-08 02:13:39,680.54,342.07,0,0
1765156607,2025-12-08 02:16:47,617.91,327.09,0,0
1765156814,2025-12-08 02:20:14,603.56,325.25,0,0
1765157009,2025-12-08 02:23:29,577.06,314.09,0,0
1765157222,2025-12-08 02:27:02,619.62,325.00,0,0
1765157417,2025-12-08 02:30:17,628.09,328.30,0,0
1765157608,2025-12-08 02:33:28,654.31,342.46,0,0
1765157805,2025-12-08 02:36:45,625.36,350.26,0,0
1765158000,2025-12-08 02:40:00,574.06,344.38,0,0
1765158197,2025-12-08 02:43:17,520.90,332.82,0,0
1765158386,2025-12-08 02:46:26,533.39,332.68,0,0
1765158573,2025-12-08 02:49:33,529.56,326.72,0,0
1765158768,2025-12-08 02:52:48,556.04,329.32,0,0
1765158961,2025-12-08 02:56:01,540.65,313.06,0,0
1765159186,2025-12-08 02:59:46,540.45,312.06,0,0
1765159394,2025-12-08 03:03:14,514.76,302.86,0,0
1765159589,2025-12-08 03:06:29,478.39,296.33,0,0
1765159780,2025-12-08 03:09:40,440.79,282.64,0,0
1765159971,2025-12-08 03:12:51,452.43,282.61,0,0
1765160157,2025-12-08 03:15:57,478.85,289.26,0,0
1765160349,2025-12-08 03:19:09,510.00,292.85,0.007005,0.025351
1765160381,2025-12-08 03:19:41,510.00,292.85,0.007005,0.025351
1765160401,2025-12-08 03:20:01,523.74,303.22,0,0
1765160522,2025-12-08 03:22:02,525.00,305.12,0.007005,0.025351
1765160537,2025-12-08 03:22:17,525.00,305.12,0.007005,0.025351
1765160550,2025-12-08 03:22:30,525.00,305.12,0.007005,0.025351
1765160552,2025-12-08 03:22:32,525.00,305.12,0.007005,0.025351
1765160618,2025-12-08 03:23:38,542.40,310.79,0,0
1765160807,2025-12-08 03:26:47,553.34,310.74,0,0
1765160994,2025-12-08 03:29:54,536.77,298.03,0,0
1765161026,2025-12-08 03:30:26,536.47,302.38,0.007005,0.025351
1765161182,2025-12-08 03:33:02,537.86,300.46,0,0
1765161268,2025-12-08 03:34:28,542.81,298.34,0.007005,0.025756
1765161375,2025-12-08 03:36:15,538.36,302.73,0,0
1765161438,2025-12-08 03:37:18,535.33,303.58,0.007005,0.025756
1765161449,2025-12-08 03:37:29,535.33,303.58,0.007005,0.025756
1765161474,2025-12-08 03:37:54,535.33,303.58,0.007005,0.025756
1765161749,2025-12-08 03:42:29,517.52,303.09,0.007005,0.025756
1765162050,2025-12-08 03:47:30,529.04,306.80,0.007005,0.025756
